1.5707,-0.3484709798083343,0.026383868397061035,-1.0124956422432492,0.10881967059410846
1.5,-0.3196941926853443,0.03189657887985827,-0.8988679817495955,0.011886843565649568
1.4,-0.20688202510238826,0.026663744319514016,-0.5376485647776744,0.054827112765823076
1.35,-0.172086116065229,0.0010276321744953501,-0.4580330979153476,0.14501293572556212
1.3,-0.11588136632494221,0.010795210375922806,-0.35397435872524957,0.022332884530714473
1.25,-0.06713858015512976,0.008187890756412679,-0.25399957545017177,0.006987450090062493
1.45,-0.2774940404753093,0.05711756412840498,-0.730446648564461,0.2443197932933684
1.2,-0.014721916328581615,0.009713250868227233,-0.01494848263135898,0.013450894526899921
1.0,0.0026904456699885014,0.009048848043886192,77.31400554579578,5424.3044873918525
0.5,0.00796348207312086,0.017185468927049818,39.638891362500985,1329.7653940647797
0.25,0.03706681118411916,0.03928437649260155,nan,nan
0.0,0.011785574950499174,0.004159654011597134,0.03536691484773296,0.027115457722158384
