1.5707,-0.165795372612607,-0.09959297485735799,-0.05411733259598192
1.5,-0.1550957244781785,-0.09193458403086531,-0.05383089828359854
1.4,-0.10370045757063222,-0.06122534569580868,-0.039696855299920356
1.35,-0.08071704485356954,-0.05286231299584925,-0.025814872945806165
1.3,-0.05500720095575321,-0.03208064935599232,-0.017634646743894908
1.25,-0.03100910760569573,-0.016632512188525475,-0.008688196086383085
1.45,-0.14370711312094803,-0.07889216800917992,-0.05894789038669768
1.2,-0.010344343539397389,-0.013227890053521188,-0.008480858123444797
1.0,0.00252922535687085,-0.0014288893934651162,0.0017216298273864696
0.5,0.00615468087543463,-0.0018133096240144694,0.0037193363678621333
0.25,0.012151529822692962,-0.012296711509401119,-0.005883758905676723
0.0,0.006339289020530836,0.002908135584692085,0.0027447415040955246
