1.5707,-0.2033710862286096,-0.1223598126301092,-0.07701362274312251
1.5,-0.19052101933627347,-0.10764896652494882,-0.07887003902283787
1.4,-0.13537717889763828,-0.07946589564126608,-0.0541748437287976
1.35,-0.10584575437260782,-0.06114293015602942,-0.03901356497108776
1.3,-0.080039591836072,-0.0480856607138274,-0.023953170800325444
1.25,-0.05827313414483406,-0.032476565340064836,-0.02890503773999471
1.2,-0.03442579251160332,-0.02594837682222662,-0.016679757406057084
1.0,0.0007847770751324769,0.005060215231141685,0.0019738007138108394
0.5,-0.0028038932395286205,0.0007747877278301638,0.0013329243377652419
0.0,-0.00432160417415536,-0.0009934410625307023,-0.004024243579362732
1.45,-0.17054008417361524,-0.10204712076054938,-0.06400145878058118
1.1,-0.014210044518249693,-0.0014174294477521103,-0.0039037233285980515
0.75,0.0017023574142641415,-0.00037175257816034023,0.0014576916644091075
0.25,-0.0032507025798561517,-0.003588457856466509,0.0025831607165885838
